fffec34bd41f,ffff1624678c
fffdd0738e1d,fffe19b0dc7d
fffe780b2286,fffedfebbff2
ffff4ffac379,ffffd2f063dd
00005b233bed,0000c7868c09
00012bf7210b,000191d13c3c
0001f802db4d,000267fb74cf
0002dd3996b1,00034fd47ed3
0003c55d1f73,000445e1255b
0004c89ab470,000559dcac45
0005eb8f20ba,0006582711fc
0006be2c71eb,00071652d898
00077162c1b9,00081755ee40
0008d9e03fce,0009851b7f0c
000a2d63a1cd,000aef691ca8
000b9fda29fb,000c5f029529
000cf834081a,000cd3942e8c
000c566c912d,000b9fc5fd78
000abf2c69e2,000a091a34f1
00094b58e927,00087ea5866e
00079e1a204b,00066aacee6f
00050f170a48,0003cd717b04
00028812157a,000106cbc2d3
ffff9209757c,fffdffaa0361
fffc9bf8f8d9,fffc48dccccc
fffc719b3f73,fffce29b585f
fffd8a9eb53f,fffdfa36f724
fffe70b4b119,fffefc84eef7
ffff9e447841,0000972f6555
0001baa69d2b,0002ba9146fa
0003bbdfc88b,000508ba17d6
0006456fa7c9,0007a4473a69
0008c847f44f,00089acd650a
0007d2ff6f40,0006b4831e8e
00055192d521,00042bc01b2c
0002fc5012f1,0001af7dd5af
00004966014e,fffe8bd0cfd6
fffca2643bc6,fffae29665fc
fff922e5d249,fff70ba02ed0
fff506acf69e,fff2de4f37b5
fff0f9d092a9,fff092621a25
fff0dbe0a455,fff1837cc1a4
fff27b3f1f58,fff341c20587
fff418ed2384,fff51aaae3c7
fff63a68ee04,fff79cb3314f
fff925e31fd5,fffa8dec6a30
fffbfa02b160,fffdbf4b8f46
ffff7acc32d2,00015a599e3e
000301d8f780,00035706d0ee
0003110f9ee4,00027d3ad17c
0001a56d7b64,0000f7a1a74c
00003dde8e52,ffff5f4ae13f
fffe6a50905c,fffd4b4facfa
fffc1299669c,fffaf72f7031
fff9db76e46c,fff878915ae1
fff71f211a48,fff5ab99cee0
fff4672682f2,fff433304948
fff47d9b4da9,fff508398c36
fff5cba2656d,fff6714a9e93
fff7234e74d4,fff7f590746e
fff8dc387e01,fff9e4d8f3f6
fffb039b7532,fffc0f2cdf58
fffd1db9a8de,fffe648e65aa
ffffa6a42f0d,0000ff8f15f8
0002371c816d,0002a1ee2403
0002afa04af5,00028b768c77
00023e5b476d,000212a3567f
0001e0ae2266,00019af20a2e
0001460761ec,0000c5782e50
00002d54cdbb,ffffaa754212
ffff25fb11c9,fffe6e011273
fffdbd06382d,fffcf61e087a
fffc511bd2d6,fffc789d5701
fffcfd1c8a03,fffdb0ac440b
fffe8beae706,ffff48f9e947
00000a9d05dc,0000dfbce62b
0001bffb88b3,0002bba60995
0003c6250fcd,0004b727ed3e
0005a475e92e,0006c25bc3b8
0007d65e98a1,0008f779e6d9
0009f38a3724,000a2abc67a2
000a028c608a,0009b3ae0de0
0009387d4df6,0008b2acae07
00081cb007dc,000762184eed
00069a27e051,0005f6dc5101
00055b06271a,0004bb92a51f
000418c56a5e,000361931e23
0002a15751d2,0001deec8ed1
0001195a1cc7,00005574075e
ffff9349927c,fffec90a2730
fffdffd4d96f,fffd4ca27b06
fffc9e638807,fffbf9f571f3
fffb55cf7789,fffa8704188f
fff9a91bf808,fff8df6f00aa
fff81afe537e,fff741e5742d
fff675fcfed2,fff5a59f2a15
fff4f258f865,fff4c561cb0b
fff4dc3c0cc0,fff50de8cb8f
fff560f6db07,fff5c68a2360
fff63b7e2d52,fff6cf279861
fff76db6f271,fff7e55e5024
fff853f0ef53,fff8cabb4630
fff945ea9559,fff9cd7b789f
fffa60744643,fffaf2a90fa3
fffb8f459116,fffc4f09671f
fffd1df1bfdd,fffe026e6b30
fffeee46fbbe,ffffb6ca7760
00007bbccd01,00013817337f
0001f9cc679a,0003049d3ca1
00042ca34b7b,00053b146bd4
000646aff685,000774a993c6
000891ec5404,0009be16e80e
000ac17c07b5,000af5952dd5
000ac6e8e15c,000a640f7495
0009d2b3c05d,00095301a1c4
0008c67e5ae9,00081e1c5e28
000763c1432c,00068f6a591d
0005a8b32f2f,0004cfec4c9c
0003f35cac52,0002e6a4e936
0001db51ae33,0000be4ca98f
ffffba04c80b,ffff5457247c
ffff3820be52,ffff396da674
ffff5a7204aa,ffff782beca2
ffff9dae4254,ffffdaec56a8
000020459a54,00005307cd77
000082aa1387,0000adacc547
0000d8e0f92b,00011a2c8f9f
00015e7f85ad,0001a6dc6435
0001e98b2ec1,000201ecb113
000205de1043,000207ed94dd
0002017d9513,0001ed0672df
0001d4641391,0001afd79cc5
00018b463a8a,00018d892d03
00019e5ab5b7,0001a7bd1038
0001b1532895,0001c1b58724
0001cb7f45e8,0001dc3d8989
0001e033abce,0001a02d0e10
000141af3425,0000ce4ec96d
00004d9f4baa,ffffe311b4ce
ffff78bc08b0,ffff0cd3494f
fffe9bc44483,fffe05ee8472
fffd606e4929,fffccb053bdb
fffc3780202e,fffb8b22eb1f
fffae8200099,fffa3b85b19d
fff9a85d7837,fff9984f3b2c
fff9c69f05cb,fffa162e6b7a
fffa8335382e,fffae48c4082
fffb4e33dd22,fffbc92b9fe6
fffc50151999,fffcea3b68b3
fffd912f4166,fffe311f87f9
fffed43dcbf3,ffff92c8a8a9
000050401a43,000119f54198
0001d4f371fa,0002304c4c21
000260c74e3a,000278ba1318
00027ddef4d3,0002972f2107
0002ae2dc8d5,0002bdca66ef
0002c55646d2,0002ad903535
00028648a701,000268fcb9b2
000249ea62d4,000212e99972
0001e0848844,0001a07847c8
0001723da2db,0001b0d7f0ec
00021eec86b4,0002ae0629c9
0003514de33f,0003cd244890
000447936e66,0004c2f77c86
0005471353e1,00060d11b9cb
0006ef33a1fd,0007b892f729
0008805a1582,00096f6f3ba9
000a4fb0e8e4,000b42f3e792
000c0e233b7d,000c03344c03
000b956fe83d,000aeb987011
000a146b177f,0009692f0f2b
0008b6b7423f,0007f2936599
00071b3a785e,0005f89d87ec
0004b107dd0a,0003862c522a
00025948d2e1,0000ecc62c23
ffff8d0807a8,fffe10fb433e
fffcc5763ebd,fffc91d89c21
fffcdee20644,fffd70ee27f5
fffe3c243dae,fffedd1b9b5a
ffff87a5603c,00004e2425a8
00012903817f,00023ace8c0e
00036a4dc5b0,00047c51f7df
00058edf11e4,0006e5069bb3
000830209492,00099545512d
000acaa11898,000aede393da
000a91d73573,0009f5a521b5
000920586f92,000867c4ba7d
0007a2d76b0e,0006bd29a674
0005c3a7b819,0004abe232bc
00037fb76870,000267b74793
00014dace4c5,fffffad3968c
fffeacf4558c,fffd49ede788
fffc08de0c47,fffb9411c350
fffb7d886fee,fffb95af18e7
fffbd7c6e108,fffc0457366f
fffc39cbc6c8,fffc87e167f3
fffce4b7cbb0,fffd56bb4e50
fffdd7c8b0f0,fffe4acf95e0
fffec0409c05,ffff60cec165
ffffff47556b,0000aecf9686
000147660638,00014cc3556e
00010f7f20fc,0000b2bf23b1
00003a061f5e,ffffd3abaccf
ffff69f3bbd6,fffef10339c7
fffe70e4d95c,fffde681b7b1
fffd5549f812,fffcd3af3cb7
fffc54985627,fffbb65f83e6
fffb1d57d49f,fffa7c82dd28
fff9f19e777f,fff9dcb6f072
fffa00f80682,fffa3b4cfd18
fffa8ff41e45,fffaecded2a5
fffb53745b15,fffbd06bccd5
fffc54aa283d,fffcbd804815
fffd1f56c859,fffd8436d6fa
fffdea81e157,fffe5a41e0a8
fffecf9a3c3f,ffff446330cf
ffffbc860635,00003f2973ae
0000c5987ee8,000152cf029d
0001e0ee52c6,00025f52f5b0
0002da058ae6,00034f5911ff
0003c3fe8a6f,0004519b5432
0004e7c68458,00056dfbb7e0
0005ef7d690e,00068221ec7c
00070b952b9b,000797232c04
00080d52fd61,000821549783
000802cdc73d,0007d53c8ccb
00078f12d990,00072f125cb7
0006c2351ba7,00063a684672
0005acc8b4db,0005580a3e61
000515bc3dc4,0004c7ebc936
0004780cc648,000428520e6d
0003cc55baa5,000378b37e8f
00031393b1a5,00025956febe
00017a95b626,00007951fd99
ffff685634cc,fffe8ac7cecb
fffdb2252141,fffce1360e07
fffc088dcc52,fffad1b2e179
fff974e55dcd,fff83d5d939f
fff70aacb8d9,fff5a48ebaa0
fff4555c2f26,fff2f14025c1
fff1c6c9e7be,fff1c2c81dce
fff24b06fb50,fff31bb9d1dc
fff42dffeedf,fff529a9b0de
fff6373607d4,fff76cc54e76
fff8ba6fb15e,fffa249c3149
fffba4cee359,fffd11737807
fffe82052615,000033b35706
0001e3309fa4,0003a87b5d80
00054bbcb031,00061b18b57f
000686df4f6d,0006cc4adbbe
0006e59cc670,0006fa5e9444
0007019a10e7,0006e48cdbe8
0006bb46c799,0006b75b790a
0006bb29831a,0006be46b132
0006be6bbedd,0006a4960c12
000681304559,0006590182d0
00062e9d8092,00061450a3cc
00060103d9ef,0005e3aa1133
0005c6e87b46,0005bfb931e5
0005b9bb1a74,0005bd5ca5c4
0005bb317309,00057951d758
00051cc55a92,0004ca452edf
00047499974f,00040d386504
0003ae3f8662,00033fea5518
0002e66e6286,00030656515f
00035b4aedf3,0003d7a1a64e
00046afa2580,0004ce01d8d5
00052f57e74f,0005904fcd39
0005fc392a9a,0006bd93740b
0007a361e05a,00086b402b62
000931d626e8,000a2875cfd0
000b0ce364f8,000c09779984
000cd4eb0fa2,000c980a4e19
000be1881950,000ae0a4bf9e
0009a83905ec,0008a83b84b1
0007a00f3e41,0006831dfe2b
00054ebf27fa,0003ba689c15
0001f77ac969,0000599cc83b
fffeb9c0e254,fffcca2a3620
fffaeb73d0b4,fff8e96d1495
fff725777ccb,fff6c4d5d1ae
fff707ce88ad,fff7a27cd49a
fff88611b62c,fff934f87262
fff9f05e9e2a,fffad01df9f4
fffbc9dec8a1,fffd0796188d
fffe6ac07efa,ffffa7b10096
0000e582cb60,00027ce9bc24
0004077f4533,0005b34a778c
000722b93a0a,000733141c8e
00069fc79e15,0005c1c58362
00049b861a18,00038aa060ac
00026933b126,000118ccba59
ffffb39634e7,fffe51361861
fffce6c75077,fffb9153a4d8
fffa3cb8d897,fff8ab1fe125
fff71be86495,fff57e20fad8
fff40096734f,fff33d4a422b
fff2d440fb3e,fff28baa5723
fff26d201616,fff2621fed4c
fff268bc2652,fff2969c1962
fff2d1e60c00,fff2d8da3db7
fff2d3418edb,fff2dbbb8b36
fff2eb59555b,fff30610451d
fff331179bad,fff35e9c57d0
fff39eb0aecc,fff41cbbc111
fff4bb0e911a,fff56eb20c1a
fff633d0af44,fff6f447c55d
fff7bb653193,fff88c27607f
fff96512655d,fffa5037fb2d
fffb460aabbf,fffc34dc7783
fffd2552675f,fffe2bd72076
ffff30cb3c4c,00003c27ddd2
00013a752ad7,0001ec2c7871
00027816671c,0002fa191783
00036a949977,0003c9b3b7ec
0004202b0a60,000462997831
0004a0bb5d1f,00050996226a
00057fda824e,0005ec2d6e9a
000655a6a0b1,0006be9dc280
00071c93b4bd,00077e211111
0007cfad79bd,0007dd0813e2
0007ca64781f,00079cccc789
00075ef23405,00073b4a1887
000715512635,0006ed51eab9
0006bb3d9377,00064e241af7
0005c5f7d525,00054e01fdbf
0004d37a7fa3,000435bebbdf
0003a0013700,0002f7f4ec30
00026c051a29,000286b5a5d9
0002ed150d40,00037b517602
000429fe8cfd,0004bcc472f8
000552d5daf0,0005f7b4e1da
0006a61d13e2,0007724a24e5
00084dacdb8a,0009118ce309
0009d25c5c68,000abf90fd6d
000ba3a09d42,000c942a5c8a
000d62d17092,000d7b73ae1b
000d3c12b927,000cdad69e6f
000c51585f5e,000bbbeb3811
000b1849eb7f,000a523f77b6
000981c13c07,0008dcf86114
00084397f4a7,0007a8dd20aa
00070cf7ed27,00065cbaefcb
0005a3d0887f,0004ec539d09
000431e49caf,000374703f05
0002b8fe9715,0001ebbdaab8
00011faab3c9,0000843708d6
fffff1a1ee33,ffff725ce3b4
fffeef6ca717,fffe07b1b562
fffcf9285406,fffc0ad8fbf3
fffb202d55ad,fffa0f1fd56e
fff9146fffa5,fff805d232e1
fff729cf3d5f,fff7503704d2
fff7efdd2595,fff8d44ec1f5
fff9f0ab63ec,fffae689d8c1
fffbe7a43e9c,fffd039516c3
fffe349e3282,ffffa16216bd
00012de69362,00029c5285e2
00040b565f45,0005bf526956
000767ae0c67,00092899bab3
000ab7d91d64,000b2f60e760
000b2296af1a,000ad9385864
000a535255b3,0009d640a546
0009474d9289,00088e0e692f
0007c02a4492,0006f769e7d0
000626da2677,00055c3d101a
00048c88d6c7,0003920881db
000293030a14,000184b079d2
0000842419d1,ffffed0c89ae
ffff84decde3,ffff33c341bc
fffef6b68c36,fffeaa043fba
fffe60910ad0,fffe21efbdab
fffdeb61ef34,fffdc724cc5f
fffdaddacad0,fffd8f8c3bbe
fffd746050ad,fffd6cf632cf
fffd64d42488,fffd69d3a5a3
fffd64e6c21f,fffd1502f93f
fffca7555db5,fffc201c3319
fffb8e1a425e,fffb2a11ab4a
fffacccbd933,fffa776659b1
fffa1d89beaa,fff979694bd7
fff8b81c608a,fff8156cbbc0
fff7775b90cc,fff6b1c08c39
fff5ff2ff52a,fff53aed3c98
fff4a4a9f827,fff4fa52973f
fff5beaa1a52,fff6c11dc4d2
fff7f67d8bf1,fff909ee5eb2
fffa27a3a0b4,fffb5e4f77c9
fffca7da306b,fffe245e94ca
ffffbc68564f,0001393cdb5b
0002b664fcd6,0004723196a6
000623eea29c,0007eb3bebde
00098636f418,000a275e1dfe
000a51f2d725,000a4876b2d3
000a08d303cf,0009cbc176b0
00097e0c1df6,000908289d69
000880b9e3ed,00080ae78ae6
00079313985c,00071f56bdad
0006a754ac10,000608c4b05d
0005635a35e4,0004b2ffdc09
00040aaccdc9,0003aca1712c
000370807851,00033aa73a4f
00031221971c,0002f45cc622
0002dac75fbe,0002d06f4610
0002c6df197b,000293856478
000250e23871,000214ae55e0
0001d823a7bc,000197c2e856
00015e28ded7,00011f2fe681
0000ec198a4e,0000f4fd37ac
000119a1d387,00014fb0e8b9
0001926f6978,0001c7a5e3c4
0001fe77933c,0002399233e1
000279b07013,0002d09861b1
0003322f1417,0003898164bf
0003e06204f9,00044ad08baf
0004b04cf4ee,00051d0aa075
00057951e44e,00057c589ece
00055506cd3e,000519849eea
0004ca82536d,00047f876cfc
00042eeca9b7,0003d16a8a59
00036d2637c5,000307329503
00029d95be23,000236d1b6da
0001cebbf800,0001589f0ae1
0000e23311c9,000066b9aa61
fffff19f0507,ffffa5d91aba
ffff6cef1447,ffff3edbfb61
ffff1990cf53,fffeed394b04
fffec3101fb2,fffe9d1c7b00
fffe7be25fdf,fffe68b99635
fffe5d2693d8,fffe50d2f716
fffe471db31b,fffe44ef12e4
fffe425cbd23,fffe4739a3d9
fffe47f156a7,fffe26bbfcb5
fffdf9269ae4,fffdbb67a503
fffd791c0bef,fffd58903ac7
fffd3cdc8436,fffd298cf2c2
fffd120b1e70,fffcbb3f1c15
fffc4b039b53,fffbee0ca414
fffb91f6d261,fffb1b589592
fffab18fca66,fffa37a954e8
fff9dcad37e9,fffa28ac4abf
fffac04461e4,fffb88b03aa4
fffc72a6e6e7,fffd2ef73b30
fffded1060d0,fffeb39ec518
ffff876ab40d,0000a5ad793e
0001e592588e,000303ebbb93
0004201e00af,0005783e0e32
0006bff183db,00081e926151
0009494af5e1,00095a5fb9b3
0008e6676a26,0008339167a0
0007446baeaf,0006643dd4eb
0005747b35f8,00045d377fbf
00033328269d,000207a2247d
0000d31128b8,ffffaefb0493
fffe8a39f7c5,fffd30b79800
fffbd8144b7d,fffa728bdbd7
fff927469a40,fff878534069
fff81562126a,fff7ca222b9b
fff7a1e2d52d,fff791a5021f
fff790e8da07,fff7b3e44489
fff7e0931fa7,fff7ce71695e
fff7a9f9c156,fff7952c0491
fff785cdc53e,fff779b0621a
fff77e3054ae,fff78020e59c
fff798c82682,fff80dc71b01
fff8afb7686c,fff97034138c
fffa47262beb,fffb0be16d83
fffbd5fe4687,fffca8878639
fffd8561f299,fffe8ac779f9
ffffa3c80b51,0000ae67add9
0001b9d3fb45,0002e45ae807
0004078a6343,000536e171fd
00064c50d6c1,0006d482b605
0007198da75c,00073ccb5e73
000740400d69,00074bd1a580
00074d4bd883,000739d884ef
0007190953af,0006ebb65ad6
0006b3031d56,00067c9181ff
0006408e54d5,0005eaaa5c6e
000591f00b11,00052b71e967
0004cd025d87,0004b6f3ff01
0004be73b422,0004d98a1b4d
0004ff95c60e,000507359106
00050b44633d,00050dbbd68b
0005144b4541,00054705886d
00058beb6acc,0005be97150c
0005ef590688,00063aa576d5
00067b59c618,0006c962e5f6
0006fbf089c4,00069a912542
0005f5aaa067,000527a070ef
00043b9d2e89,000371b278d6
0002a51e8ef1,0001cec176cd
0000ed679e33,ffffd77c20af
fffea948b599,fffd94ffdc61
fffc82cc979e,fffb41bb6d74
fffa0d3da5e8,fff8c801d6a4
fff7ab278b4f,fff76689fff9
fff788d002e9,fff7dbd0ea75
fff85e4fca3b,fff8d86e580e
fff9606c2385,fffa08a48abc
fffac10a4b5f,fffb7a0070e3
fffc3abe9a1b,fffcf36a7a3a
fffdaf17af50,fffe90ad8c1b
ffff74343b9c,00006368b065
00014365b731,0001bcf025fc
0002069907c4,00023e66490c
000260fa2c88,0002806fdabb
000298db744d,00029f5944b7
00029f36631b,0002b13a4486
0002c6a9da6e,0002d7bd5399
0002e5b7f4bc,0002ec1395cc
0002ec86a780,0002e93bd343
0002e0cbefa0,0002cef8511a
0002b5f27b34,00029c286e62
00027d90934d,000251021f4c
00021f8a6348,0001e6515559
0001abc4154f,000187ba25a0
00016b7126c6,000148143377
00012374856e,000104178895
0000df5388c0,0000bf6dd584
0000958a7af8,000037ecf14c
ffffc38d7135,ffff3e10697b
fffeaeef27ce,fffe35497674
fffdbd28ffa2,fffd45ee10f7
fffccb3c6712,fffc2d265345
fffb80b46687,fffae5159182
fffa4c4cd3b4,fff99c10a0a9
fff8f5a4ddfa,fff8475f8dca
fff7b27bc0f6,fff79cda0edd
fff7c4cfde04,fff80a3df410
fff86ced0e93,fff8cdd8e0d2
fff938917a8a,fff9b804927f
fffa4206b974,fffaca555926
fffb570dfffd,fffbe0f62afb
fffc6da65332,fffd106cd001
fffdb5db3794,fffe621ee124
ffff07a57a76,ffff798d9b17
ffffd36f5234,0000260a93fb
00006e3a7cbe,0000b1d17e5d
0000f18bbd9f,0001272db44c
000159ea3e21,00019d0f0398
0001e4dbb37b,000227a2209d
0002688b4d8d,0002a9cfd637
0002e69e88f1,000322d4eb43
000358575227,000373b545ef
000380e4b77b,00038a8c1ffb
00038cfd884d,000384c19e0b
00037829b44c,00036272b9f4
00034b5447aa,00034abca534
0003519de4b0,0003552eb4d9
000358442935,00035959168b
0003553f9032,000354fc2eb4
00034e049cbf,000328176f78
0002f5df1b3a,0002afea9359
000263e30b26,00023b6492c8
000216281774,0001f9934d59
0001d62bbf21,0001662cabad
0000d665af09,00005a469ffc
ffffdd2acec9,ffff414f669d
fffeb2b62f89,fffe104d6190
fffd8f979131,fffdca7c7238
fffe59a91fe6,ffff1fda2a77
00000b1dffc9,0000c0300f9f
0001767a2976,000234df331e
000302377561,0004286bec34
0005764b4e01,00069e38c5cb
0007c3e5e361,00092c13db24
000a80b7607f,000bf08f56a4
000d24d6544c,000d16437e57
000c704b508b,000b7d1bfa71
000a452c2b30,00092cbde66c
000804a5c4fc,0006b4b3628b
00054d3f3783,0003c4489c81
0002240bd730,00009e2bbe90
ffff16fffb2d,fffd485e2bf8
fffb7feb8838,fff9a0aeb393
fff7ec20e312,fff7322afe43
fff6eef23a23,fff6dbdb495a
fff6fe4f06b8,fff7251491f7
fff75cdcd4d8,fff7bf50ab4b
fff831a79e34,fff87fc31a5a
fff8c8249834,fff910c8070b
fff95d56c94c,fff9c97a1f2b
fffa3f7901f0,fffabc44f1cf
fffb38c43383,fffb95587783
fffbe3873971,fffc369bd352
fffc8527115c,fffcc14aa300
fffcfa94b23c,fffd288bb76b
fffd590ac363,fffdbe9749d8
fffe393c5fa9,fffea79051b8
ffff1647287c,ffff95dd3bdd
00000cad48ee,00008d8beb73
0000f99c5ff8,0000f5e1103d
0000be06408f,00006b30cf01
00000116eba6,ffffa4492896
ffff4336fa07,fffed59f7b23
fffe60de732a,fffddecdbf86
fffd54a086ff,fffcd758717d
fffc5b554302,fffbc3727cb4
fffb2fa4bfdf,fffa94f3a8e3
fffa0d47465c,fff9ed2f5bc6
fff9ffe4a8a9,fffa234842a3
fffa5e22c77c,fffaa83a4f89
fffafc57705b,fffb673b4849
fffbd7f5c62a,fffc20677529
fffc5c5c0c92,fffca07f5d9a
fffce66418e1,fffd2d41a061
fffd7c55f843,fffdc7752f6b
fffe1da6dfd5,fffea85de419
ffff4abc9b45,fffffc858f30
0000b7ff9d1d,000162b3d98b
00020be11ed3,0002b5b3526a
000360ecaecd,00042161538b
0004e9b97c33,00059fc7b1dd
00065069bdf5,000717f2139e
0007d5cbdb1b,000895ddfbb1
00093cfcf2c0,0009714ca266
00096a102740,0009511c1ebe
00091a8b9f73,0008c3238fb5
00085b12f567,0007d217bac3
000740bade9e,0006f206bec5
0006b822c507,00066b90f400
00061a2b9d0b,0005cde10220
00057127ea39,00051c7e00c1
0004ae340427,0003c77d7a0d
0002a992ab5a,0001665ff36c
00000ac05468,fffed2e54111
fffd9b0c7598,fffc5f06f62c
fffb1b41cf48,fff99f2b443a
fff80b57c2ea,fff69864c967
fff52b925930,fff38d70f342
fff2006fbf8d,fff067453512
ffeefe6b9247,ffee85e21c42
ffee84a34df9,ffeeb11c0091
ffef16c6b473,ffef99064ca9
fff0340823de,fff103546e87
fff1e4523478,fff280e08346
fff30cae8ee8,fff3a59c714d
fff445431aa1,fff4f98e06d1
fff5c0adf948,fff686c05321
fff75e153760,fff86f9e023b
fff99ad72934,fffae7f53f02
fffc41c32af6,fffd6765dce6
fffe888ba029,ffff9e40cd43
0000bcafe4c1,000247e90f8c
0003ff06afd5,00058fc69afa
00071c940feb,0008deb12c08
000a88573ff5,000c488f171d
000dcbb1f6da,000e16637e94
000dcc0189ca,000d35274365
000c58581ba8,000b9150caaf
000ab67f9c47,0009afef0406
00088f4a56e1,000753747ed9
000600e6864c,0004c1120f58
00037bfdedf4,0001f2190d1b
00006891b28c,fffec774ce36
fffd4755547e,fffc9d4f2ad3
fffc5724c282,fffc357399a5
fffc3eeea464,fffc4d744545
fffc6831c1fc,fffca6fe378d
fffceff97d65,fffd0ba4d5b1
fffd1b6f3c89,fffd2a8305cf
fffd3a7a83ff,fffd62c97505
fffd93e02f4b,fffdc69479ce
fffdfb2cc034,fffe25c01a4f
fffe4a77245a,fffe7cd1e533
fffeae39df3d,fffebdd2088a
fffec95e4423,fffec6d9977b
fffeca4e1da6,ffff221cd01c
ffff9c31fa7a,000004d4f8f5
00006f583f62,0000f3150bc1
0001691722de,0001f2c8e610
00025c6ed66e,0002149a4329
00017dcd9906,0000aea71488
ffffbc81433e,ffff08a954e5
fffe550a9577,fffd9df54def
fffcd6c53ba8,fffba1694862
fffa3bdf9c8b,fff8fedae467
fff7c311d9cb,fff641af302a
fff4d6df38d6,fff34ba3c7e1
fff201e80af6,fff21da111c6
fff2ded0f7b3,fff3fc867169
fff564fb594b,fff693dffe76
fff7cfbce4cf,fff92e909ec5
fffaa930453a,fffc776c35ea
fffe7189b4eb,0000417d79be
000212319217,000441ef95e3
0006618fe9b0,0008a4e67c8d
000aa425d690,000b1ef84c0b
000ae3f8b9d0,000a5330a321
000970c63ec1,0008a7995b3b
0007ca5a5b5e,0006b861a31e
00058c2861ca,000456f3fcce
0003122cb9aa,0001e31436a4
0000b16df97b,ffff370bee49
fffdbd562c90,fffc2da32aae
fffac0fe7d1b,fffa30051f81
fffa064fb54f,fffa03638c3b
fffa2e027b90,fffa5f4bbee6
fffa9ebaf6ed,fffb03f4a788
fffb754ea6c6,fffbbb816de8
fffbf75e2fdf,fffc361875f0
fffc776f1717,fffccd862a43
fffd2d112aae,fffd8f953e9c
fffdf63a9890,fffe5cf4eb04
fffec44a021e,ffff32e37686
ffffa2caf6d3,000006a14044
00006964effb,0000c7a4ab69
000127cf76d2,0001a62cb3a3
000230771447,0002b03a7ac1
00032ea7f217,0003baecde8a
000440590170,0004ca871946
000543fec0ab,00056ad37b49
000568ff8f97,000555a7629f
00052ec6a78c,000502f1ecba
0004cf56364f,00048bdffd81
000441b326ea,000403d7503e
0003c775c125,0003887a1bb7
0003472c2ca3,0002fd8e7729
0002afed0853,0002605ce2ee
00020f34c27b,0001bf0e852e
00016f29959b,00011e66237a
0000cdf685b8,00007fe6aba7
0000331b568b,ffffe7a66227
ffff9da9547d,ffff526fe62b
ffff078deebb,fffec3b4098f
fffe82e78464,fffe3a948cf7
fffdf50b0218,fffdb1f35fd2
fffd765044ca,fffd58ed0998
fffd4de9533b,fffd3e25d620
fffd378adcc9,fffd5658d67d
fffd7e53ddf1,fffdba807c96
fffdf56445f0,fffddff57c56
fffdac260172,fffd8a59a878
fffd68f6a79a,fffd3614b5f8
fffd12c3cda3,fffcde06e691
fffcc80e83bf,fffd5534a2a3
fffe29f3d501,ffff38cf2878
0000677056d1,00014c2af431
00022dc6f558,00030ba0468b
0003f99f61ad,00057097a73d
0007216bd124,0008a24fef99
000a20b3aeb5,000bea775a08
000d971ec8ca,000f6817da97
0010eb1b21a6,0010cdfd307b
000fefab7e93,000ea1927777
000cfafecc10,000b9be5691d
000a2ca933dc,000895dd6cc5
0006dbc3dda8,0004ae80aeb5
0002461817ed,00000e94d86a
fffdd3df4cc8,fffb281bdd9e
fff89059c087,fff5c9a93f18
fff35576bb25,fff2bcd349bf
fff3003dd0e1,fff3b559cd18
fff4cd0e985f,fff5aaefc00a
fff69cc35654,fff7c48c9c6e
fff90f8f54d6,fffa9f597d49
fffc5940adad,fffdeb5c3fab
ffff814099b1,000181d37b81
00037783946f,00059671c2fb
000773ad6be3,0007c5319707
000760a11733,0006a34ad8b8
00059626e930,0004b344f0a3
0003c141f37d,0002a1619eb6
00016821ccdf,00000cd7e765
fffe996d929b,fffd452f650b
fffbf0b99426,fffa4c837f51
fff8b0839263,fff6f98ab741
fff573c6f825,fff50d820afa
fff52d7821de,fff58c5b0795
fff627756033,fff6b00a4fee
fff747a8c3a2,fff8069da04e
fff8d986be80,fff9b358b638
fffa99442913,fffb7154474b
fffc4ca4d15f,fffd5ca12732
fffe6d8f6107,ffff906c428d
00009c22d62e,00010d5d513b
000137cfcbdc,0001454a67ee
000134b582cb,00012b386161
00011b77caf5,0000f63e0888
0000c980c24d,0000a99ce4a2
00008ae433e6,00007371edd4
00005c5709a0,00002c51176b
fffffa9a072d,ffffc3ad2268
ffff957e17e3,ffffa2398506
ffffcb30bff7,fffff851dece
000030f84b2e,000078815b50
0000c47e2fd2,00011f12341e
0001791bb8e8,0001a4522bb1
0001bda2cf6f,0001db799b9a
0001f73a2958,000210202bff
00022f5afcec,000245135cfe
000265721bd9,0002c37f8123
00033a6cfd43,0003cc84ed1f
000468dacc11,0004d5a84d5d
00053ce3ef26,00059a5e6f50
0005fe9e9537,0006bc4b1331
00079df4378f,000861f3268d
000923880004,000a0da28063
000ae4111905,000bcff32752
000c8c254e0d,000c4e766195
000b9d3c4020,000aa5558f22
000978721bdb,00087f818dde
00077e6adb07,000669561175
00053e4c5f89,0003ba8ab3fd
00020bd516a9,0000806ba9ba
fffef3e175b8,fffd1d1db4dc
fffb56fe15c7,fff9713352b2
fff7c6cc4bf8,fff76a4de3cb
fff7a8c1bee8,fff83a0e6e63
fff911966b1c,fff9bd0416ad
fffa76fe1e50,fffb55d4b7ed
fffc4f3f63ce,fffd85b2cce8
fffedf4e9afe,00001c231676
00015cc4ec33,0002eac6c383
00046fbefa78,000615021af2
000788be1975,0007d21de2c9
000793393e64,00070c7460df
000649c06a5a,0005b4355a1b
000515101e0b,000458649fa3
